GROUP_CAT,CROPS_CAT,GROUP_CAT_filtered,ID_GROUP_CAT,CROPS_CAT_filtered,ID_CROPS_CAT,match,max_match,ID_GROUP_ICC,sim
oleaginoses,soia sie,oleaginoses,oleaginoses,soia sie,soia sie,"[['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius oleaginosos i fruits oleaginosos', 4, 91.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius permanents de llavors oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres fruites oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius de lleguminoses', 7, 78.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius de lleguminoses', 7, 78.0]]","['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 100.0]",4.0,100.0
altres productes,lli,productes,altres productes,lli,lli,[],[],,
horticoles,bolets,horticoles,horticoles,bolets,bolets,"[['CROPS_CAT', 'bolets', 'bolets', 'Bolets i tòfones', 2, 83.0]]","['CROPS_CAT', 'bolets', 'bolets', 'Bolets i tòfones', 2, 83.0]",2.0,83.0
altres productes,anet,productes,altres productes,anet,anet,[],[],,
altres productes,fonoll,productes,altres productes,fonoll,fonoll,"[['CROPS_CAT', 'fonoll', 'fonoll', 'Anís badian i fonoll', 6, 100.0]]","['CROPS_CAT', 'fonoll', 'fonoll', 'Anís badian i fonoll', 6, 100.0]",6.0,100.0
altres productes,menta,productes,altres productes,menta,menta,[],[],,
altres productes,romaní,productes,altres productes,romaní,romaní,[],[],,
altres productes,marduix,productes,altres productes,marduix,marduix,[],[],,
vinya,raïm de taula,vinya,vinya,raïm de taula,raïm de taula,[],[],,
lleguminoses,favers borda sie o moreu sie,lleguminoses,lleguminoses,favers borda sie moreu sie,favers borda sie o moreu sie,"[['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius permanents de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres fruites oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]]","['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]",7.0,100.0
altres productes,canya comuna,productes,altres productes,canya comuna,canya comuna,[],[],,
altres productes,conreu de fruits del bosc,productes,altres productes,conreu de fruits del bosc,conreu de fruits del bosc,[],[],,
horticoles,crèixens,horticoles,horticoles,crèixens,crèixens,[],[],,
altres productes,castanyers,productes,altres productes,castanyers,castanyers,"[['CROPS_CAT', 'castanyers', 'castanyers', 'Castanyes', 3, 84]]","['CROPS_CAT', 'castanyers', 'castanyers', 'Castanyes', 3, 84]",3.0,84.0
arros,arròs,arros,arros,arròs,arròs,"[['CROPS_CAT', 'arròs', 'arròs', 'Arròs', 1, 80]]","['CROPS_CAT', 'arròs', 'arròs', 'Arròs', 1, 80]",1.0,80.0
farratgeres,agrostis,farratgeres,farratgeres,agrostis,agrostis,"[['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Conreus temporals d'herba i farratges"", 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Cultius permanents d'herba i farratges"", 9, 90.0]]","['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0]",9.0,90.0
proteaginoses,tramussos dolços sie,proteaginoses,proteaginoses,tramussos dolços sie,tramussos dolços sie,"[['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Cultius oleaginosos i fruits oleaginosos', 4, 75.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 83.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 83.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Cultius permanents de llavors oleaginoses', 4, 83.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres fruites oleaginoses', 4, 83.0]]","['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 83.0]",4.0,83.0
altres productes,orenga,productes,altres productes,orenga,orenga,[],[],,
guaret,guaret sie amb espècies mel?l,guaret,guaret,guaret sie espècies mell,guaret sie amb espècies mel?l,[],[],,
fruita dolca,gerds,fruita dolca,fruita dolca,gerds,gerds,"[['GROUP_CAT', 'fruita dolca', 'fruita dolca', 'fruits secs de cola', 3, 75.0], ['CROPS_CAT', 'gerds', 'gerds', 'Gerds', 3, 80]]","['CROPS_CAT', 'gerds', 'gerds', 'Gerds', 3, 80]",3.0,80.0
oleaginoses,soia no sie,oleaginoses,oleaginoses,soia no sie,soia no sie,"[['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius oleaginosos i fruits oleaginosos', 4, 91.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius permanents de llavors oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres fruites oleaginoses', 4, 100.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius de lleguminoses', 7, 78.0], ['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Cultius de lleguminoses', 7, 78.0]]","['GROUP_CAT', 'oleaginoses', 'oleaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 100.0]",4.0,100.0
proteaginoses,tramussos dolços no sie,proteaginoses,proteaginoses,tramussos dolços no sie,tramussos dolços no sie,"[['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Cultius oleaginosos i fruits oleaginosos', 4, 75.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 83.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 83.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Cultius permanents de llavors oleaginoses', 4, 83.0], ['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres fruites oleaginoses', 4, 83.0]]","['GROUP_CAT', 'proteaginoses', 'proteaginoses', 'Altres conreus temporals de llavors oleaginoses', 4, 83.0]",4.0,83.0
farratgeres,sulla sie o enclova sie,farratgeres,farratgeres,sulla sie enclova sie,sulla sie o enclova sie,"[['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Conreus temporals d'herba i farratges"", 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Cultius permanents d'herba i farratges"", 9, 90.0]]","['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0]",9.0,90.0
fruita dolca,nabius,fruita dolca,fruita dolca,nabius,nabius,"[['GROUP_CAT', 'fruita dolca', 'fruita dolca', 'fruits secs de cola', 3, 75.0], ['CROPS_CAT', 'nabius', 'nabius', 'Nabius', 3, 83], ['CROPS_CAT', 'nabius', 'nabius', 'Nabius', 3, 83]]","['CROPS_CAT', 'nabius', 'nabius', 'Nabius', 3, 83]",3.0,83.0
farratgeres,closa any 1,farratgeres,farratgeres,closa any 1,closa any 1,"[['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Conreus temporals d'herba i farratges"", 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Cultius permanents d'herba i farratges"", 9, 90.0]]","['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0]",9.0,90.0
farratgeres,cua de rata (phleum),farratgeres,farratgeres,cua de rata,cua de rata (phleum),"[['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Conreus temporals d'herba i farratges"", 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Cultius permanents d'herba i farratges"", 9, 90.0]]","['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0]",9.0,90.0
cereals,escaiola,cereals,cereals,escaiola,escaiola,"[['GROUP_CAT', 'cereals', 'cereals', 'Cereals', 1, 86], ['GROUP_CAT', 'cereals', 'cereals', 'Cereals barrejats', 1, 86.0], ['GROUP_CAT', 'cereals', 'cereals', 'Altres cereals', 1, 100.0]]","['GROUP_CAT', 'cereals', 'cereals', 'Altres cereals', 1, 100.0]",1.0,100.0
altres productes,pericó o herba de sant joan,productes,altres productes,pericó herba de sant joan,pericó o herba de sant joan,[],[],,
farratgeres,pèsol i ordi no sie,farratgeres,farratgeres,pèsol irdi no sie,pèsol i ordi no sie,"[['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Conreus temporals d'herba i farratges"", 9, 90.0], ['GROUP_CAT', 'farratgeres', 'farratgeres', ""Cultius permanents d'herba i farratges"", 9, 90.0], ['CROPS_CAT', 'pèsol i ordi no sie', 'pèsol irdi no sie', 'Ordi', 1, 75]]","['GROUP_CAT', 'farratgeres', 'farratgeres', 'Herbes i altres conreus farratges', 9, 90.0]",9.0,90.0
lleguminoses,garlanda no sie,lleguminoses,lleguminoses,garlanda no sie,garlanda no sie,"[['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius permanents de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres fruites oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]]","['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]",7.0,100.0
horticoles,borratja,horticoles,horticoles,borratja,borratja,[],[],,
lleguminoses,guixó no sie o pèsol quadrat,lleguminoses,lleguminoses,guixó no sie pèsol quadrat,guixó no sie o pèsol quadrat,"[['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius permanents de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres fruites oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]]","['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]",7.0,100.0
fruita dolca,nashi,fruita dolca,fruita dolca,nashi,nashi,"[['GROUP_CAT', 'fruita dolca', 'fruita dolca', 'fruits secs de cola', 3, 75.0]]","['GROUP_CAT', 'fruita dolca', 'fruita dolca', 'fruits secs de cola', 3, 75.0]",3.0,75.0
altres productes,camamilla,productes,altres productes,camamilla,camamilla,[],[],,
fruita dolca,grosella,fruita dolca,fruita dolca,grosella,grosella,"[['GROUP_CAT', 'fruita dolca', 'fruita dolca', 'fruits secs de cola', 3, 75.0], ['CROPS_CAT', 'grosella', 'grosella', 'Rosella', 4, 80]]","['CROPS_CAT', 'grosella', 'grosella', 'Rosella', 4, 80]",4.0,80.0
lleguminoses,guixes sie o pedrerol sie,lleguminoses,lleguminoses,guixes sie pedrerol sie,guixes sie o pedrerol sie,"[['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius permanents de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres fruites oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]]","['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]",7.0,100.0
cereals,tritordeum,cereals,cereals,tritordeum,tritordeum,"[['GROUP_CAT', 'cereals', 'cereals', 'Cereals', 1, 86], ['GROUP_CAT', 'cereals', 'cereals', 'Cereals barrejats', 1, 86.0], ['GROUP_CAT', 'cereals', 'cereals', 'Altres cereals', 1, 100.0]]","['GROUP_CAT', 'cereals', 'cereals', 'Altres cereals', 1, 100.0]",1.0,100.0
citrics,pomelo o aranja,citrics,citrics,pomelo aranja,pomelo o aranja,"[['GROUP_CAT', 'citrics', 'citrics', 'Altres cítrics', 3, 86.0]]","['GROUP_CAT', 'citrics', 'citrics', 'Altres cítrics', 3, 86.0]",3.0,86.0
citrics,mandariner híbrid,citrics,citrics,mandariner híbrid,mandariner híbrid,"[['GROUP_CAT', 'citrics', 'citrics', 'Altres cítrics', 3, 86.0]]","['GROUP_CAT', 'citrics', 'citrics', 'Altres cítrics', 3, 86.0]",3.0,86.0
lleguminoses,'algarroba' herbàcia sie,lleguminoses,lleguminoses,algarroba herbàcia sie,'algarroba' herbàcia sie,"[['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres conreus temporals de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius permanents de llavors oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Altres fruites oleaginoses', 4, 78.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0], ['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]]","['GROUP_CAT', 'lleguminoses', 'lleguminoses', 'Cultius de lleguminoses', 7, 100.0]",7.0,100.0
citrics,satsuma,citrics,citrics,satsuma,satsuma,"[['GROUP_CAT', 'citrics', 'citrics', 'Altres cítrics', 3, 86.0]]","['GROUP_CAT', 'citrics', 'citrics', 'Altres cítrics', 3, 86.0]",3.0,86.0
